,0-19,20-34,35-49,50-64,65+
2021-04-30,39.57142857142857,431.5,565.7857142857143,1136.857142857143,18459.285714285714
2021-05-01,39.57142857142857,431.5,565.7857142857143,1136.857142857143,18459.285714285714
2021-05-02,43.857142857142854,522.3571428571429,773.7857142857143,1610.0,37136.57142857143
2021-05-03,43.857142857142854,522.3571428571429,773.7857142857143,1610.0,37136.57142857143
2021-05-04,43.857142857142854,522.3571428571429,773.7857142857143,1610.0,37136.57142857143
2021-05-05,43.857142857142854,522.3571428571429,773.7857142857143,1610.0,37136.57142857143
2021-05-06,43.857142857142854,522.3571428571429,773.7857142857143,1610.0,37136.57142857143
2021-05-07,43.857142857142854,522.3571428571429,773.7857142857143,1610.0,37136.57142857143
2021-05-08,43.857142857142854,522.3571428571429,773.7857142857143,1610.0,37136.57142857143
2021-05-09,46.0,583.8571428571429,877.1428571428571,1960.4285714285713,60831.0
2021-05-10,46.0,583.8571428571429,877.1428571428571,1960.4285714285713,60831.0
2021-05-11,46.0,583.8571428571429,877.1428571428571,1960.4285714285713,60831.0
2021-05-12,46.0,583.8571428571429,877.1428571428571,1960.4285714285713,60831.0
2021-05-13,46.0,583.8571428571429,877.1428571428571,1960.4285714285713,60831.0
2021-05-14,46.0,583.8571428571429,877.1428571428571,1960.4285714285713,60831.0
2021-05-15,46.0,583.8571428571429,877.1428571428571,1960.4285714285713,60831.0
2021-05-16,52.714285714285715,7218.071428571428,9760.785714285714,17248.0,89132.14285714286
2021-05-17,52.714285714285715,7218.071428571428,9760.785714285714,17248.0,89132.14285714286
2021-05-18,52.714285714285715,7218.071428571428,9760.785714285714,17248.0,89132.14285714286
2021-05-19,52.714285714285715,7218.071428571428,9760.785714285714,17248.0,89132.14285714286
2021-05-20,52.714285714285715,7218.071428571428,9760.785714285714,17248.0,89132.14285714286
2021-05-21,52.714285714285715,7218.071428571428,9760.785714285714,17248.0,89132.14285714286
2021-05-22,52.714285714285715,7218.071428571428,9760.785714285714,17248.0,89132.14285714286
2021-05-23,56.142857142857146,11788.142857142857,12028.714285714286,15480.57142857143,23649.714285714286
2021-05-24,56.142857142857146,11788.142857142857,12028.714285714286,15480.57142857143,23649.714285714286
2021-05-25,56.142857142857146,11788.142857142857,12028.714285714286,15480.57142857143,23649.714285714286
2021-05-26,56.142857142857146,11788.142857142857,12028.714285714286,15480.57142857143,23649.714285714286
2021-05-27,56.142857142857146,11788.142857142857,12028.714285714286,15480.57142857143,23649.714285714286
2021-05-28,56.142857142857146,11788.142857142857,12028.714285714286,15480.57142857143,23649.714285714286
2021-05-29,56.142857142857146,11788.142857142857,12028.714285714286,15480.57142857143,23649.714285714286
2021-05-30,58.142857142857146,5186.214285714285,4633.785714285715,4629.714285714285,7341.714285714285
2021-05-31,58.142857142857146,5186.214285714285,4633.785714285715,4629.714285714285,7341.714285714285
2021-06-01,58.142857142857146,5186.214285714285,4633.785714285715,4629.714285714285,7341.714285714285
2021-06-02,58.142857142857146,5186.214285714285,4633.785714285715,4629.714285714285,7341.714285714285
2021-06-03,58.142857142857146,5186.214285714285,4633.785714285715,4629.714285714285,7341.714285714285
2021-06-04,58.142857142857146,5186.214285714285,4633.785714285715,4629.714285714285,7341.714285714285
2021-06-05,58.142857142857146,5186.214285714285,4633.785714285715,4629.714285714285,7341.714285714285
2021-06-06,61.57142857142857,33579.28571428572,46776.57142857143,7604.285714285715,18100.571428571428
2021-06-07,61.57142857142857,33579.28571428572,46776.57142857143,7604.285714285715,18100.571428571428
2021-06-08,61.57142857142857,33579.28571428572,46776.57142857143,7604.285714285715,18100.571428571428
2021-06-09,61.57142857142857,33579.28571428572,46776.57142857143,7604.285714285715,18100.571428571428
2021-06-10,61.57142857142857,33579.28571428572,46776.57142857143,7604.285714285715,18100.571428571428
2021-06-11,61.57142857142857,33579.28571428572,46776.57142857143,7604.285714285715,18100.571428571428
2021-06-12,61.57142857142857,33579.28571428572,46776.57142857143,7604.285714285715,18100.571428571428
2021-06-13,55.0,28001.428571428572,42319.142857142855,12015.142857142857,75534.85714285714
2021-06-14,55.0,28001.428571428572,42319.142857142855,12015.142857142857,75534.85714285714
2021-06-15,55.0,28001.428571428572,42319.142857142855,12015.142857142857,75534.85714285714
2021-06-16,55.0,28001.428571428572,42319.142857142855,12015.142857142857,75534.85714285714
2021-06-17,55.0,28001.428571428572,42319.142857142855,12015.142857142857,75534.85714285714
2021-06-18,55.0,28001.428571428572,42319.142857142855,12015.142857142857,75534.85714285714
2021-06-19,55.0,28001.428571428572,42319.142857142855,12015.142857142857,75534.85714285714
2021-06-20,63.714285714285715,1515.7857142857142,2067.5,2336.714285714286,81030.71428571429
2021-06-21,63.714285714285715,1515.7857142857142,2067.5,2336.714285714286,81030.71428571429
2021-06-22,63.714285714285715,1515.7857142857142,2067.5,2336.714285714286,81030.71428571429
2021-06-23,63.714285714285715,1515.7857142857142,2067.5,2336.714285714286,81030.71428571429
2021-06-24,63.714285714285715,1515.7857142857142,2067.5,2336.714285714286,81030.71428571429
2021-06-25,63.714285714285715,1515.7857142857142,2067.5,2336.714285714286,81030.71428571429
2021-06-26,63.714285714285715,1515.7857142857142,2067.5,2336.714285714286,81030.71428571429
2021-06-27,374.2857142857143,22645.714285714286,3542.285714285714,3977.285714285714,70225.42857142857
2021-06-28,374.2857142857143,22645.714285714286,3542.285714285714,3977.285714285714,70225.42857142857
2021-06-29,374.2857142857143,22645.714285714286,3542.285714285714,3977.285714285714,70225.42857142857
2021-06-30,374.2857142857143,22645.714285714286,3542.285714285714,3977.285714285714,70225.42857142857
2021-07-01,374.2857142857143,22645.714285714286,3542.285714285714,3977.285714285714,70225.42857142857
2021-07-02,374.2857142857143,22645.714285714286,3542.285714285714,3977.285714285714,70225.42857142857
2021-07-03,374.2857142857143,22645.714285714286,3542.285714285714,3977.285714285714,70225.42857142857
2021-07-04,410.14285714285717,34247.07142857143,8114.214285714285,22366.714285714286,24149.714285714286
2021-07-05,410.14285714285717,34247.07142857143,8114.214285714285,22366.714285714286,24149.714285714286
2021-07-06,410.14285714285717,34247.07142857143,8114.214285714285,22366.714285714286,24149.714285714286
2021-07-07,410.14285714285717,34247.07142857143,8114.214285714285,22366.714285714286,24149.714285714286
2021-07-08,410.14285714285717,34247.07142857143,8114.214285714285,22366.714285714286,24149.714285714286
2021-07-09,410.14285714285717,34247.07142857143,8114.214285714285,22366.714285714286,24149.714285714286
2021-07-10,410.14285714285717,34247.07142857143,8114.214285714285,22366.714285714286,24149.714285714286
2021-07-11,463.2857142857143,34918.142857142855,26394.85714285714,27714.714285714286,17415.14285714286
2021-07-12,463.2857142857143,34918.142857142855,26394.85714285714,27714.714285714286,17415.14285714286
2021-07-13,463.2857142857143,34918.142857142855,26394.85714285714,27714.714285714286,17415.14285714286
2021-07-14,463.2857142857143,34918.142857142855,26394.85714285714,27714.714285714286,17415.14285714286
2021-07-15,463.2857142857143,34918.142857142855,26394.85714285714,27714.714285714286,17415.14285714286
2021-07-16,463.2857142857143,34918.142857142855,26394.85714285714,27714.714285714286,17415.14285714286
2021-07-17,463.2857142857143,34918.142857142855,26394.85714285714,27714.714285714286,17415.14285714286
2021-07-18,113.14285714285714,8524.357142857143,16356.214285714286,13041.714285714286,9905.857142857143
2021-07-19,113.14285714285714,8524.357142857143,16356.214285714286,13041.714285714286,9905.857142857143
2021-07-20,113.14285714285714,8524.357142857143,16356.214285714286,13041.714285714286,9905.857142857143
2021-07-21,113.14285714285714,8524.357142857143,16356.214285714286,13041.714285714286,9905.857142857143
2021-07-22,113.14285714285714,8524.357142857143,16356.214285714286,13041.714285714286,9905.857142857143
2021-07-23,113.14285714285714,8524.357142857143,16356.214285714286,13041.714285714286,9905.857142857143
2021-07-24,113.14285714285714,8524.357142857143,16356.214285714286,13041.714285714286,9905.857142857143
2021-07-25,260.7142857142857,13795.785714285714,4678.785714285715,12109.285714285714,18930.0
2021-07-26,260.7142857142857,13795.785714285714,4678.785714285715,12109.285714285714,18930.0
2021-07-27,260.7142857142857,13795.785714285714,4678.785714285715,12109.285714285714,18930.0
2021-07-28,260.7142857142857,13795.785714285714,4678.785714285715,12109.285714285714,18930.0
2021-07-29,260.7142857142857,13795.785714285714,4678.785714285715,12109.285714285714,18930.0
2021-07-30,260.7142857142857,13795.785714285714,4678.785714285715,12109.285714285714,18930.0
2021-07-31,260.7142857142857,13795.785714285714,4678.785714285715,12109.285714285714,18930.0
2021-08-01,519.4285714285714,18495.428571428572,32608.0,24062.571428571428,13996.285714285714
2021-08-02,519.4285714285714,18495.428571428572,32608.0,24062.571428571428,13996.285714285714
2021-08-03,519.4285714285714,18495.428571428572,32608.0,24062.571428571428,13996.285714285714
2021-08-04,519.4285714285714,18495.428571428572,32608.0,24062.571428571428,13996.285714285714
2021-08-05,519.4285714285714,18495.428571428572,32608.0,24062.571428571428,13996.285714285714
2021-08-06,519.4285714285714,18495.428571428572,32608.0,24062.571428571428,13996.285714285714
2021-08-07,519.4285714285714,18495.428571428572,32608.0,24062.571428571428,13996.285714285714
2021-08-08,52594.57142857143,18815.285714285714,35341.28571428572,30468.85714285714,158379.85714285713
2021-08-09,52594.57142857143,18815.285714285714,35341.28571428572,30468.85714285714,158379.85714285713
2021-08-10,52594.57142857143,18815.285714285714,35341.28571428572,30468.85714285714,158379.85714285713
2021-08-11,52594.57142857143,18815.285714285714,35341.28571428572,30468.85714285714,158379.85714285713
2021-08-12,52594.57142857143,18815.285714285714,35341.28571428572,30468.85714285714,158379.85714285713
2021-08-13,52594.57142857143,18815.285714285714,35341.28571428572,30468.85714285714,158379.85714285713
2021-08-14,52594.57142857143,18815.285714285714,35341.28571428572,30468.85714285714,158379.85714285713
2021-08-15,10049.285714285714,5226.785714285715,25288.071428571428,30740.0,199831.85714285713
2021-08-16,10049.285714285714,5226.785714285715,25288.071428571428,30740.0,199831.85714285713
2021-08-17,10049.285714285714,5226.785714285715,25288.071428571428,30740.0,199831.85714285713
2021-08-18,10049.285714285714,5226.785714285715,25288.071428571428,30740.0,199831.85714285713
2021-08-19,10049.285714285714,5226.785714285715,25288.071428571428,30740.0,199831.85714285713
2021-08-20,10049.285714285714,5226.785714285715,25288.071428571428,30740.0,199831.85714285713
2021-08-21,10049.285714285714,5226.785714285715,25288.071428571428,30740.0,199831.85714285713
2021-08-22,1041.0,8721.0,32925.28571428572,264613.85714285716,370063.4285714286
2021-08-23,1041.0,8721.0,32925.28571428572,264613.85714285716,370063.4285714286
2021-08-24,1041.0,8721.0,32925.28571428572,264613.85714285716,370063.4285714286
2021-08-25,1041.0,8721.0,32925.28571428572,264613.85714285716,370063.4285714286
2021-08-26,1041.0,8721.0,32925.28571428572,264613.85714285716,370063.4285714286
2021-08-27,1041.0,8721.0,32925.28571428572,264613.85714285716,370063.4285714286
2021-08-28,1041.0,8721.0,32925.28571428572,264613.85714285716,370063.4285714286
2021-08-29,1116.5714285714287,33799.57142857143,67442.71428571429,220326.7142857143,304238.14285714284
2021-08-30,1116.5714285714287,33799.57142857143,67442.71428571429,220326.7142857143,304238.14285714284
2021-08-31,1116.5714285714287,33799.57142857143,67442.71428571429,220326.7142857143,304238.14285714284
2021-09-01,1116.5714285714287,33799.57142857143,67442.71428571429,220326.7142857143,304238.14285714284
2021-09-02,1116.5714285714287,33799.57142857143,67442.71428571429,220326.7142857143,304238.14285714284
2021-09-03,1116.5714285714287,33799.57142857143,67442.71428571429,220326.7142857143,304238.14285714284
2021-09-04,1116.5714285714287,33799.57142857143,67442.71428571429,220326.7142857143,304238.14285714284
2021-09-05,9505.142857142857,54734.07142857143,60913.21428571428,191826.2857142857,23934.0
2021-09-06,9505.142857142857,54734.07142857143,60913.21428571428,191826.2857142857,23934.0
2021-09-07,9505.142857142857,54734.07142857143,60913.21428571428,191826.2857142857,23934.0
2021-09-08,9505.142857142857,54734.07142857143,60913.21428571428,191826.2857142857,23934.0
2021-09-09,9505.142857142857,54734.07142857143,60913.21428571428,191826.2857142857,23934.0
2021-09-10,9505.142857142857,54734.07142857143,60913.21428571428,191826.2857142857,23934.0
2021-09-11,9505.142857142857,54734.07142857143,60913.21428571428,191826.2857142857,23934.0
2021-09-12,3295.714285714286,56971.857142857145,62820.857142857145,164533.2857142857,13728.42857142857
2021-09-13,3295.714285714286,56971.857142857145,62820.857142857145,164533.2857142857,13728.42857142857
2021-09-14,3295.714285714286,56971.857142857145,62820.857142857145,164533.2857142857,13728.42857142857
2021-09-15,3295.714285714286,56971.857142857145,62820.857142857145,164533.2857142857,13728.42857142857
2021-09-16,3295.714285714286,56971.857142857145,62820.857142857145,164533.2857142857,13728.42857142857
2021-09-17,3295.714285714286,56971.857142857145,62820.857142857145,164533.2857142857,13728.42857142857
2021-09-18,3295.714285714286,56971.857142857145,62820.857142857145,164533.2857142857,13728.42857142857
2021-09-19,2446.1428571428573,32950.642857142855,37832.357142857145,77974.85714285714,4111.142857142857
2021-09-20,2446.1428571428573,32950.642857142855,37832.357142857145,77974.85714285714,4111.142857142857
2021-09-21,2446.1428571428573,32950.642857142855,37832.357142857145,77974.85714285714,4111.142857142857
2021-09-22,2446.1428571428573,32950.642857142855,37832.357142857145,77974.85714285714,4111.142857142857
2021-09-23,2446.1428571428573,32950.642857142855,37832.357142857145,77974.85714285714,4111.142857142857
2021-09-24,2446.1428571428573,32950.642857142855,37832.357142857145,77974.85714285714,4111.142857142857
2021-09-25,2446.1428571428573,32950.642857142855,37832.357142857145,77974.85714285714,4111.142857142857
2021-09-26,5484.714285714285,83790.07142857143,101322.35714285714,340868.28571428574,13992.714285714286
2021-09-27,5484.714285714285,83790.07142857143,101322.35714285714,340868.28571428574,13992.714285714286
2021-09-28,5484.714285714285,83790.07142857143,101322.35714285714,340868.28571428574,13992.714285714286
2021-09-29,5484.714285714285,83790.07142857143,101322.35714285714,340868.28571428574,13992.714285714286
2021-09-30,5484.714285714285,83790.07142857143,101322.35714285714,340868.28571428574,13992.714285714286
2021-10-01,5484.714285714285,83790.07142857143,101322.35714285714,340868.28571428574,13992.714285714286
2021-10-02,5484.714285714285,83790.07142857143,101322.35714285714,340868.28571428574,13992.714285714286
2021-10-03,9842.285714285714,152718.92857142858,160520.07142857142,153919.2857142857,30666.428571428572
2021-10-04,9842.285714285714,152718.92857142858,160520.07142857142,153919.2857142857,30666.428571428572
2021-10-05,9842.285714285714,152718.92857142858,160520.07142857142,153919.2857142857,30666.428571428572
2021-10-06,9842.285714285714,152718.92857142858,160520.07142857142,153919.2857142857,30666.428571428572
2021-10-07,9842.285714285714,152718.92857142858,160520.07142857142,153919.2857142857,30666.428571428572
2021-10-08,9842.285714285714,152718.92857142858,160520.07142857142,153919.2857142857,30666.428571428572
2021-10-09,9842.285714285714,152718.92857142858,160520.07142857142,153919.2857142857,30666.428571428572
2021-10-10,8605.857142857143,153716.2142857143,200670.2142857143,19458.0,18032.571428571428
2021-10-11,8605.857142857143,153716.2142857143,200670.2142857143,19458.0,18032.571428571428
2021-10-12,8605.857142857143,153716.2142857143,200670.2142857143,19458.0,18032.571428571428
2021-10-13,8605.857142857143,153716.2142857143,200670.2142857143,19458.0,18032.571428571428
2021-10-14,8605.857142857143,153716.2142857143,200670.2142857143,19458.0,18032.571428571428
2021-10-15,8605.857142857143,153716.2142857143,200670.2142857143,19458.0,18032.571428571428
2021-10-16,8605.857142857143,153716.2142857143,200670.2142857143,19458.0,18032.571428571428
2021-10-17,8607.42857142857,169681.2142857143,202247.2142857143,13759.0,12722.714285714286
2021-10-18,8607.42857142857,169681.2142857143,202247.2142857143,13759.0,12722.714285714286
2021-10-19,8607.42857142857,169681.2142857143,202247.2142857143,13759.0,12722.714285714286
2021-10-20,8607.42857142857,169681.2142857143,202247.2142857143,13759.0,12722.714285714286
2021-10-21,8607.42857142857,169681.2142857143,202247.2142857143,13759.0,12722.714285714286
2021-10-22,8607.42857142857,169681.2142857143,202247.2142857143,13759.0,12722.714285714286
2021-10-23,8607.42857142857,169681.2142857143,202247.2142857143,13759.0,12722.714285714286
2021-10-24,10174.57142857143,171039.07142857142,184724.7857142857,12239.142857142857,8965.57142857143
2021-10-25,10174.57142857143,171039.07142857142,184724.7857142857,12239.142857142857,8965.57142857143
2021-10-26,10174.57142857143,171039.07142857142,184724.7857142857,12239.142857142857,8965.57142857143
2021-10-27,10174.57142857143,171039.07142857142,184724.7857142857,12239.142857142857,8965.57142857143
2021-10-28,10174.57142857143,171039.07142857142,184724.7857142857,12239.142857142857,8965.57142857143
2021-10-29,10174.57142857143,171039.07142857142,184724.7857142857,12239.142857142857,8965.57142857143
2021-10-30,10174.57142857143,171039.07142857142,184724.7857142857,12239.142857142857,8965.57142857143
2021-10-31,2596.5714285714284,42540.07142857143,38883.78571428572,7669.0,4812.428571428572
2021-11-01,2596.5714285714284,42540.07142857143,38883.78571428572,7669.0,4812.428571428572
2021-11-02,2596.5714285714284,42540.07142857143,38883.78571428572,7669.0,4812.428571428572
2021-11-03,2596.5714285714284,42540.07142857143,38883.78571428572,7669.0,4812.428571428572
2021-11-04,2596.5714285714284,42540.07142857143,38883.78571428572,7669.0,4812.428571428572
2021-11-05,2596.5714285714284,42540.07142857143,38883.78571428572,7669.0,4812.428571428572
2021-11-06,2596.5714285714284,42540.07142857143,38883.78571428572,7669.0,4812.428571428572
2021-11-07,28363.428571428572,32259.64285714286,27132.35714285714,17051.14285714286,9326.714285714286
2021-11-08,28363.428571428572,32259.64285714286,27132.35714285714,17051.14285714286,9326.714285714286
2021-11-09,28363.428571428572,32259.64285714286,27132.35714285714,17051.14285714286,9326.714285714286
2021-11-10,28363.428571428572,32259.64285714286,27132.35714285714,17051.14285714286,9326.714285714286
2021-11-11,28363.428571428572,32259.64285714286,27132.35714285714,17051.14285714286,9326.714285714286
2021-11-12,28363.428571428572,32259.64285714286,27132.35714285714,17051.14285714286,9326.714285714286
2021-11-13,28363.428571428572,32259.64285714286,27132.35714285714,17051.14285714286,9326.714285714286
